Unnamed: 0,Name of the event,Date,Time,Event description,Type of event,Location (Bangalore only),Registration Link,Estimated duration,Genre,Age Limit,Language,Page Link,Poster Link,combined_text,Predicted group size,label
17,Blind Culinary Workshop,Sun 15 Mar 2026 - Fri 27 Mar 2026,1:10 PM,"Deep Intellectual ConversationsStep into a space designed for curiosity, clarity, and meaningful dialogue. Inspired by the Greek Symposium style, this meetup brings together people who love exploring ideas—philosophy, psychology, culture, science, society, creativity, and everything in between. Participants take turns asking thought-provoking questions and sharing well-reasoned perspectives. No small talk, no surface-level chatter—just deep, intelligent conversations with people who enjoy thinking out loud.Read More",Food and DrinksMasterclassWorkshops,Brik Oven: Bengaluru,/events/blind-culinary-date/ET00480595/venue,1 Hour,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/blind-culinary-date/ET00480595,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-blind-culinary-date-0-2026-1-7-t-9-34-52.jpg,"Blind Culinary Workshop Deep Intellectual ConversationsStep into a space designed for curiosity, clarity, and meaningful dialogue. Inspired by the Greek Symposium style, this meetup brings together people who love exploring ideas—philosophy, psychology, culture, science, society, creativity, and everything in between. Participants take turns asking thought-provoking questions and sharing well-reasoned perspectives. No small talk, no surface-level chatter—just deep, intelligent conversations with people who enjoy thinking out loud.Read More Food and DrinksMasterclassWorkshops nan",1,0
73,Small World Kids Art Party,Sat 21 Mar 2026 - Sat 11 Apr 2026,1:01 PM,"Unleash your child`s creativity at Small World`s Kids Art Party! This vibrant event is designed to inspire and nurture young artists in a fun and interactive setting. From painting and drawing to crafting and sculpting, children will have the opportunity to explore a variety of artistic activities. Guided by professional artists and instructors, the Kids Art Party encourages children to express their imaginations and develop their artistic skills while making new friends and creating lasting memories.Read More",Arts and CraftsWorkshops,Brik Oven: Bengaluru,/events/kids-art-party/ET00402005/date-time/SEYY,1 Hour,,Age Limit - 5yrs +,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/kids-art-party/ET00402005,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-kids-art-party-0-2024-6-19-t-5-25-26.jpg,"Small World Kids Art Party Unleash your child`s creativity at Small World`s Kids Art Party! This vibrant event is designed to inspire and nurture young artists in a fun and interactive setting. From painting and drawing to crafting and sculpting, children will have the opportunity to explore a variety of artistic activities. Guided by professional artists and instructors, the Kids Art Party encourages children to express their imaginations and develop their artistic skills while making new friends and creating lasting memories.Read More Arts and CraftsWorkshops nan",2,0
180,Make Your Own Perfume,Sun 15 Mar 2026 - Sun 5 Apr 2026,,"Unleash your inner alchemist at our Perfume Making Workshop! In this hands-on session, you’ll dive into the world of fragrance creation, learning the art of blending essential oils, scents, and extracts to create your own personalized perfume. Whether you`re a fragrance enthusiast or a beginner, this workshop will guide you through the process of crafting a scent that’s uniquely yours. From floral to woody, fresh to musky—design a fragrance that tells your story. Leave with a beautiful bottle of your custom creation and the skills to experiment with perfumes for years to come!Read More",Arts and CraftsWorkshops,"Third Wave Coffee, HSR Layout: Bengaluru",/events/perfume-making-workshop/ET00384549/venue,1 Hour,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/perfume-making-workshop/ET00384549,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-make-your-own-perfume-2025-9-25-t-7-52-14.jpg,"Make Your Own Perfume Unleash your inner alchemist at our Perfume Making Workshop! In this hands-on session, you’ll dive into the world of fragrance creation, learning the art of blending essential oils, scents, and extracts to create your own personalized perfume. Whether you`re a fragrance enthusiast or a beginner, this workshop will guide you through the process of crafting a scent that’s uniquely yours. From floral to woody, fresh to musky—design a fragrance that tells your story. Leave with a beautiful bottle of your custom creation and the skills to experiment with perfumes for years to come!Read More Arts and CraftsWorkshops nan",3,1
136,Painting Landscape date,Tue 17 Mar 2026 - Fri 20 Mar 2026,8:00 PM,"Immerse yourself in the beauty of nature as you learn to paint serene landscapes using simple, guided acrylic techniques. Perfect for beginners and art lovers, this workshop helps you capture light, color, and depth on canvas. All materials will be provided—just bring your creativity and enjoy a peaceful, inspiring art session!",PaintingWorkshops,Roastea: Bengaluru,/events/landscape-painting/ET00471229/date-time/IIOP,1 Hour,,All age groups,"English, Hindi",https://in.bookmyshow.com/events/landscape-painting/ET00471229,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-landscape-painting-0-2025-11-17-t-7-41-47.jpg,"Painting Landscape date Immerse yourself in the beauty of nature as you learn to paint serene landscapes using simple, guided acrylic techniques. Perfect for beginners and art lovers, this workshop helps you capture light, color, and depth on canvas. All materials will be provided—just bring your creativity and enjoy a peaceful, inspiring art session! PaintingWorkshops nan",2,0
171,Clay Trinket Tray Date - Bangalore,Sun 15 Mar 2026 - Sun 29 Mar 2026,,"Clay Trinket Tray Date is a fun, hands-on workshop where you and your partner will design and shape your own clay trinket trays. Personalise them with colours, textures, and patterns—no experience needed! Enjoy a relaxed, creative time together and take home your handmade trays as a special keepsake.The poster and the description are for a visual representation – actual artwork may vary.""Read More",Arts and CraftsWorkshops,Red Rhino: Bengaluru,/events/clay-trinket-tray-date-bangalore/ET00456882/venue,1 hour 30 minutes,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/clay-trinket-tray-date-bangalore/ET00456882,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-clay-trinket-tray-date-bangalore-2025-12-4-t-11-42-53.jpg,"Clay Trinket Tray Date - Bangalore Clay Trinket Tray Date is a fun, hands-on workshop where you and your partner will design and shape your own clay trinket trays. Personalise them with colours, textures, and patterns—no experience needed! Enjoy a relaxed, creative time together and take home your handmade trays as a special keepsake.The poster and the description are for a visual representation – actual artwork may vary.""Read More Arts and CraftsWorkshops nan",3,1
188,Resin Beach Art,Sun 15 Mar 2026 - Sun 5 Apr 2026,12:50 PM,"Dive into the captivating world of resin art with our hands-on Resin Beach Art workshop! Perfect for both beginners and experienced artists, this event is designed to unlock your creative potential through the vibrant and versatile medium of resin.Under the guidance of experienced instructors, you’ll learn the fundamentals of working with resin, including safety tips, mixing techniques, color blending, and molding. Our focus will be on creating stunning beach-themed art pieces, capturing the essence of the ocean with waves, sand, and sea-inspired colors.By the end of the session, you’ll have crafted your own mesmerizing piece of resin beach art to take home, whether it’s a beautiful seascape, a beach-themed tray, or an abstract ocean-inspired masterpiece. Join us for an afternoon of creativity, relaxation, and fun, and discover the endless possibilities that resin beach art offers!Read More",Arts and CraftsWorkshops,Third Wave Coffee - JP Nagar: Bengaluru,/events/resin-beach-art/ET00400406/venue,1 Hour,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/resin-beach-art/ET00400406,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-resin-beach-art-2026-1-17-t-2-54-8.jpg,"Resin Beach Art Dive into the captivating world of resin art with our hands-on Resin Beach Art workshop! Perfect for both beginners and experienced artists, this event is designed to unlock your creative potential through the vibrant and versatile medium of resin.Under the guidance of experienced instructors, you’ll learn the fundamentals of working with resin, including safety tips, mixing techniques, color blending, and molding. Our focus will be on creating stunning beach-themed art pieces, capturing the essence of the ocean with waves, sand, and sea-inspired colors.By the end of the session, you’ll have crafted your own mesmerizing piece of resin beach art to take home, whether it’s a beautiful seascape, a beach-themed tray, or an abstract ocean-inspired masterpiece. Join us for an afternoon of creativity, relaxation, and fun, and discover the endless possibilities that resin beach art offers!Read More Arts and CraftsWorkshops nan",3,1
64,Bubble Art Workshop,Sun 15 Mar 2026 - Sun 22 Mar 2026,1:00 PM,"Create Something Bubbly!Join us for a fun and colorful bubble art workshop! Whether you`re a seasoned artist or just starting out, this is a great opportunity to explore the magical world of bubbles and create stunning, unique pieces of art.In this workshop, you`ll learn various techniques to create bubble art using different materials and tools. You`ll have the chance to experiment and let your creativity flow.What you`ll learn: * Basic bubble art techniques * How to use different materials and tools * How to create unique and colorful designsWhat you`ll get: * All necessary materials * A finished bubble art piece to take homeDon`t miss this opportunity to have fun, learn something new, and create a one-of-a-kind piece of art!Read More",Arts and CraftsWorkshops,Brik Oven: Bengaluru,/events/bubble-art-workshop/ET00409030/venue,2 Hours,,,,https://in.bookmyshow.com/events/bubble-art-workshop/ET00409030,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-bubble-art-workshop-0-2024-9-25-t-4-5-40.jpg,"Bubble Art Workshop Create Something Bubbly!Join us for a fun and colorful bubble art workshop! Whether you`re a seasoned artist or just starting out, this is a great opportunity to explore the magical world of bubbles and create stunning, unique pieces of art.In this workshop, you`ll learn various techniques to create bubble art using different materials and tools. You`ll have the chance to experiment and let your creativity flow.What you`ll learn: * Basic bubble art techniques * How to use different materials and tools * How to create unique and colorful designsWhat you`ll get: * All necessary materials * A finished bubble art piece to take homeDon`t miss this opportunity to have fun, learn something new, and create a one-of-a-kind piece of art!Read More Arts and CraftsWorkshops nan",3,1
55,DIY Bath Salt,Sun 15 Mar 2026,3:02 PM,"Indulge in the art of self-care by creating your own fragrant, soothing bath salts. In this fun, hands-on session, you’ll learn how to blend mineral-rich salts with essential oils, dried flowers, and natural additives for relaxation, detox, or invigoration. Customize your mix to match your mood, and take home your jar of spa-worthy goodness — perfect for pampering yourself or gifting to someone special. All materials provided, no experience required!Read More",Arts and CraftsFashion and BeautyWorkshops,"Cafe Coffee Day: Koramangala, Bengaluru",/events/diy-bath-salt/ET00458095/venue,1 Hour,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/diy-bath-salt/ET00458095,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-diy-bath-salt-0-2025-8-13-t-4-47-16.jpg,"DIY Bath Salt Indulge in the art of self-care by creating your own fragrant, soothing bath salts. In this fun, hands-on session, you’ll learn how to blend mineral-rich salts with essential oils, dried flowers, and natural additives for relaxation, detox, or invigoration. Customize your mix to match your mood, and take home your jar of spa-worthy goodness — perfect for pampering yourself or gifting to someone special. All materials provided, no experience required!Read More Arts and CraftsFashion and BeautyWorkshops nan",3,1
108,Sanjith Hegde Live at Big Banyan  Harvest Festival,Sun 15 Mar 2026,7:00 PM,"Sanjith Hegde, the dynamic playback singer from Bengaluru, brings his electrifyingenergy to the Big Banyan Harvest Festival 2026. Trained in Hindustani classicalmusic, he rose to fame with his powerful performances and has since become aversatile voice across Kannada, Tamil, Telugu, and Hindi music industries.Known for hits like “Gunu Gunuguva” and his ability to effortlessly blend classical depthwith contemporary pop, rock, and R&B influences, Sanjith’s music resonateswith both young audiences and connoisseurs alike.With multiple awards and a reputation for high-energy live shows, he promises acaptivating performance set against the scenic charm of the vineyard—making ita night of music, rhythm, and unforgettable vibes. 🎶✨Read More",ConcertsMusic Shows,"Ranch, Big Banyan Vineyard: Bengaluru",/events/sanjith-hegde-live-at-big-banyan-harvest-festival/ET00488716/ticket/RABB/10205,1 hour 30 minutes,Contemporary,All age groups,,https://in.bookmyshow.com/events/sanjith-hegde-live-at-big-banyan-harvest-festival/ET00488716,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-sanjith-hegde-live-at-big-banyan-harvest-festival-2026-3-9-t-9-25-8.jpg,"Sanjith Hegde Live at Big Banyan  Harvest Festival Sanjith Hegde, the dynamic playback singer from Bengaluru, brings his electrifyingenergy to the Big Banyan Harvest Festival 2026. Trained in Hindustani classicalmusic, he rose to fame with his powerful performances and has since become aversatile voice across Kannada, Tamil, Telugu, and Hindi music industries.Known for hits like “Gunu Gunuguva” and his ability to effortlessly blend classical depthwith contemporary pop, rock, and R&B influences, Sanjith’s music resonateswith both young audiences and connoisseurs alike.With multiple awards and a reputation for high-energy live shows, he promises acaptivating performance set against the scenic charm of the vineyard—making ita night of music, rhythm, and unforgettable vibes. 🎶✨Read More ConcertsMusic Shows Contemporary",3,1
51,Bake My Cookies,Sun 15 Mar 2026 - Sat 18 Apr 2026,6:30 PM,"3 Different Flavors of Cookies 🍪Carry home your baked cookies If you love baking, want to learn something new, enjoy some me-time, or spend quality moments with your friends and family—this experience is just for you.Come and enjoy the joy of baking cookies from scratch in a beautiful, calming ambience.✨ Choose any 3 flavors from our 5 delicious options✨ Bake your own cookies✨ Relax, create, and take home sweet memories and some cookiesWhat you will learn 👩‍🍳🍪Understanding basic cookie ingredients and their roleMeasuring and mixing techniques for perfect doughHow to flavor and customize cookiesShaping and baking cookies correctlyTips for achieving the right texture and tasteBasic baking tips you can use at homeJoin us for a delightful, hands-on baking experience you’ll truly enjoy.Disclaimer:This is a guided DIY experience, not a professional certification or training program.As we conduct multiple activities simultaneously, there may be a brief wait time. We appreciate your patience and cooperation.✨ Create. Pause. Cherish the moment.Very important Please choose to come when you do not have any other prior commitments and if you are not in a rush.Come and experience the me time or the time spent with your friends and family We sincerely request your patience and understanding while we ensure everyone receives a comfortable and enjoyable experience. Thank you for your cooperation and support. ✨Read More",Food and DrinksHealth and FitnessWorkshops,Fabrizo - Creative Activity Hub: Bengaluru.,/events/bake-my-cookies/ET00484901/date-time/ZTYE,3 Hours,,Age Limit - 12yrs +,"English, Hindi, Kannada, Malayalam, Tami...",https://in.bookmyshow.com/events/bake-my-cookies/ET00484901,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-bake-my-cookies-0-2026-2-3-t-13-54-34.jpg,"Bake My Cookies 3 Different Flavors of Cookies 🍪Carry home your baked cookies If you love baking, want to learn something new, enjoy some me-time, or spend quality moments with your friends and family—this experience is just for you.Come and enjoy the joy of baking cookies from scratch in a beautiful, calming ambience.✨ Choose any 3 flavors from our 5 delicious options✨ Bake your own cookies✨ Relax, create, and take home sweet memories and some cookiesWhat you will learn 👩‍🍳🍪Understanding basic cookie ingredients and their roleMeasuring and mixing techniques for perfect doughHow to flavor and customize cookiesShaping and baking cookies correctlyTips for achieving the right texture and tasteBasic baking tips you can use at homeJoin us for a delightful, hands-on baking experience you’ll truly enjoy.Disclaimer:This is a guided DIY experience, not a professional certification or training program.As we conduct multiple activities simultaneously, there may be a brief wait time. We appreciate your patience and cooperation.✨ Create. Pause. Cherish the moment.Very important Please choose to come when you do not have any other prior commitments and if you are not in a rush.Come and experience the me time or the time spent with your friends and family We sincerely request your patience and understanding while we ensure everyone receives a comfortable and enjoyable experience. Thank you for your cooperation and support. ✨Read More Food and DrinksHealth and FitnessWorkshops nan",4,1
201,Diy Jewellery Holder,Sun 15 Mar 2026 - Mon 30 Mar 2026,2:00 PM,Ever spent more time untangling jewellery than wearing it?A DIY jewellery holder activity where you create a functional piece to organise your jewellery.What’s included:• All materials will be provided• A jewellery holder• Your completed piece to take homeRead More,Arts and CraftsWorkshops,Thirdspace - Art Cafe and Community: Bengaluru.,/events/diy-jewellery-holder/ET00483098/venue,2 Hours,,All age groups,"English, Hindi",https://in.bookmyshow.com/events/diy-jewellery-holder/ET00483098,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-diy-jewellery-holder-0-2026-1-23-t-4-59-58.jpg,Diy Jewellery Holder Ever spent more time untangling jewellery than wearing it?A DIY jewellery holder activity where you create a functional piece to organise your jewellery.What’s included:• All materials will be provided• A jewellery holder• Your completed piece to take homeRead More Arts and CraftsWorkshops nan,2,0
172,Photo Embroidary - Bangalore ,Sun 15 Mar 2026 - Sun 29 Mar 2026,,"Transform your favourite photos into embroidered artwork. Learn how to stitch details, add patterns, and highlight features using colourful threads.A heartfelt, hands-on experience blending memories with creativity — perfect for beginners and craft enthusiasts.Stitch moments. Preserve memories.Read More",Arts and CraftsWorkshops,La Gioia: Bengaluru,/events/photo-embroidary/ET00474289/venue,1 hour 30 minutes,,All age groups,"Bengali, English, Hindi, Kannada, Malaya...",https://in.bookmyshow.com/events/photo-embroidary/ET00474289,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-photo-embroidary-0-2025-12-4-t-23-23-25.jpg,"Photo Embroidary - Bangalore  Transform your favourite photos into embroidered artwork. Learn how to stitch details, add patterns, and highlight features using colourful threads.A heartfelt, hands-on experience blending memories with creativity — perfect for beginners and craft enthusiasts.Stitch moments. Preserve memories.Read More Arts and CraftsWorkshops nan",3,1
59,Salsa & Bachata Dance Workshop for Beginners,Sun 15 Mar 2026,4:00 PM,"Join us this December at New York Dance Classes for a special Kizomba workshop (Beginners & Improvers) with the highly acclaimed Vinoth, known as Vkiz! A leading figure in the Kizomba, UrbanKiz, and Tarraxo communities, Vkiz is celebrated for his dynamic teaching methods and his ability to inspire dancers of all levels. Having conducted numerous sold-out bootcamps across cities and countries, Vkiz has been instrumental in growing the Afro-Latin dance community in India. He holds international certifications and has trained extensively in France, Scotland, and beyond, honing his expertise in Kizomba, Kizomba Fusion, Bachata, Semba, and Cuban Salsa. Known as the “silent storm” on the dance floor, Vkiz’s fluid social dancing skills and ability to connect with every dancer have earned him a strong following.This workshop is an incredible opportunity for dance enthusiasts to experience his unique teaching style, which has garnered rave reviews across global platforms. With over 10 successful festivals under his belt, Vkiz is also an organizer’s favorite. Don’t miss the chance to learn from one of the best in the industry and elevate your dance skills to a whole new level. Secure your spot on BookMyShow today and be part of this unforgettable Kizomba experience!Read More",DanceHealth and FitnessWorkshops,New York Dance Classes: Bengaluru.,/events/kizomba-couple-dance-workshop-for-beginners/ET00421377/ticket/NYKB/10071,2 Hours,,Age Limit - 18yrs +,"English, Hindi",https://in.bookmyshow.com/events/kizomba-couple-dance-workshop-for-beginners/ET00421377,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-salsa-kizomba-couple-dance-workshop-for-beginners-0-2025-2-25-t-3-11-7.jpg,"Salsa & Bachata Dance Workshop for Beginners Join us this December at New York Dance Classes for a special Kizomba workshop (Beginners & Improvers) with the highly acclaimed Vinoth, known as Vkiz! A leading figure in the Kizomba, UrbanKiz, and Tarraxo communities, Vkiz is celebrated for his dynamic teaching methods and his ability to inspire dancers of all levels. Having conducted numerous sold-out bootcamps across cities and countries, Vkiz has been instrumental in growing the Afro-Latin dance community in India. He holds international certifications and has trained extensively in France, Scotland, and beyond, honing his expertise in Kizomba, Kizomba Fusion, Bachata, Semba, and Cuban Salsa. Known as the “silent storm” on the dance floor, Vkiz’s fluid social dancing skills and ability to connect with every dancer have earned him a strong following.This workshop is an incredible opportunity for dance enthusiasts to experience his unique teaching style, which has garnered rave reviews across global platforms. With over 10 successful festivals under his belt, Vkiz is also an organizer’s favorite. Don’t miss the chance to learn from one of the best in the industry and elevate your dance skills to a whole new level. Secure your spot on BookMyShow today and be part of this unforgettable Kizomba experience!Read More DanceHealth and FitnessWorkshops nan",3,1
49,Melody in Motion - An Eve of Carnatic Violin Show,Sun 29 Mar 2026,7:30 PM,"Melody in Motion is an evening dedicated to the art of Carnatic violin, presented by Soundstack in association with Artkhoj. At the heart of this concert is a rare and captivating violin duet by Vidwan G Ravi Kumar, a seasoned artist from the Mysore, known for his rich tonal depth, and Vidhushi Aishwarya Lakshman, a rising talent from Bengaluru celebrated for her perfectness.  Together, they bring a flowing conversation of Swara and Laya to the stage - an interplay that is both meditative and exhilarating. Accompanying them is Vidwan Balachandra Achar on the Mridangam, whose rhythmic precision and dynamic range add a powerful foundation to the concert, and Som Sankar Naskar on percussion, whose versatile accompaniment weaves seamlessly into the Carnatic idiom. Whether you are a seasoned Rasika or someone discovering Carnatic music for the first time, Melody in Motion promises an evening that stays with you long after the last note fades.Read More",Club GigsMusic Shows,Namma Ashram: Bengaluru,/events/melody-in-motion-an-eve-of-carnatic-violin-show/ET00491193/ticket/YNAB/10906,2 Minutes,"carnatic, Indian Classical, Instrumental, Regional, Soul",Age Limit - 12yrs +,,https://in.bookmyshow.com/events/melody-in-motion-an-eve-of-carnatic-violin-show/ET00491193,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-melody-in-motion-an-eve-of-carnatic-violin-show-0-2026-3-12-t-8-35-2.jpg,"Melody in Motion - An Eve of Carnatic Violin Show Melody in Motion is an evening dedicated to the art of Carnatic violin, presented by Soundstack in association with Artkhoj. At the heart of this concert is a rare and captivating violin duet by Vidwan G Ravi Kumar, a seasoned artist from the Mysore, known for his rich tonal depth, and Vidhushi Aishwarya Lakshman, a rising talent from Bengaluru celebrated for her perfectness.  Together, they bring a flowing conversation of Swara and Laya to the stage - an interplay that is both meditative and exhilarating. Accompanying them is Vidwan Balachandra Achar on the Mridangam, whose rhythmic precision and dynamic range add a powerful foundation to the concert, and Som Sankar Naskar on percussion, whose versatile accompaniment weaves seamlessly into the Carnatic idiom. Whether you are a seasoned Rasika or someone discovering Carnatic music for the first time, Melody in Motion promises an evening that stays with you long after the last note fades.Read More Club GigsMusic Shows carnatic, Indian Classical, Instrumental, Regional, Soul",4,1
89,Daily Ka Kaam Hai By Aakash Gupta - Bengaluru,Thu 26 Mar 2026 - Fri 27 Mar 2026,7:30 PM,"Gut health issues, an awkward encounter with a taxi driver, and a childhood spent in front of a jail - Aakash Gupta digs deeper into his inner self and opens up with stories that are funny, awkward, and painfully relatable. Aisi situations mein fasna Aakash ka daily ka kaam hai.With a few musical surprises along the way, this show promises more than an hour of laughter and chaos.Read More",Stand up ComedyComedy Shows,"MLR Convention Centre: Whitefield, Bengaluru",/events/daily-ka-kaam-hai-by-aakash-gupta/ET00426536/date-time/MLRW,1 hour 15 minutes,Comedy,Age Limit - 16yrs +,"Hindi, English",https://in.bookmyshow.com/events/daily-ka-kaam-hai-by-aakash-gupta/ET00426536,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-daily-ka-kaam-hai-by-aakash-gupta-bengaluru-2025-6-14-t-12-3-36.jpg,"Daily Ka Kaam Hai By Aakash Gupta - Bengaluru Gut health issues, an awkward encounter with a taxi driver, and a childhood spent in front of a jail - Aakash Gupta digs deeper into his inner self and opens up with stories that are funny, awkward, and painfully relatable. Aisi situations mein fasna Aakash ka daily ka kaam hai.With a few musical surprises along the way, this show promises more than an hour of laughter and chaos.Read More Stand up ComedyComedy Shows Comedy",3,1
22,Majja Ni Life- Gujarati standup comedy by Raghav ,Sat 21 Mar 2026,8:00 PM,"MAJJA NI LIFE TOUR 2026. *This show will be recorded for promotional use. By booking a ticket, you consent to being filmed and photographed. If you prefer not to be recorded, please sit at the back of the venue.*Majja ni life is a Gujarati stand up comedy show by Raghav Thakkar. Aa show ma family problems thi laine life ni panchat sudhi badhi vaato thase. Toh family, friends, badhane laine aavi jao.*This Show contains use of strong language which may be offensive to some viewers and/or not suitable for children. This content is for mature audience only.*Read More",Stand up ComedyComedy Shows,"The Comedy Theatre, Church Street: Bengaluru",/events/majja-ni-life-gujarati-standup-comedy-by-raghav/ET00416768/ticket/TCTB/12552,1 hour 30 minutes,Comedy,Age Limit - 16yrs +,Gujarati,https://in.bookmyshow.com/events/majja-ni-life-gujarati-standup-comedy-by-raghav/ET00416768,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop-majja-ni-life-gujarati-standup-comedy-by-raghav--2026-1-7-t-8-20-15.jpg,"Majja Ni Life- Gujarati standup comedy by Raghav  MAJJA NI LIFE TOUR 2026. *This show will be recorded for promotional use. By booking a ticket, you consent to being filmed and photographed. If you prefer not to be recorded, please sit at the back of the venue.*Majja ni life is a Gujarati stand up comedy show by Raghav Thakkar. Aa show ma family problems thi laine life ni panchat sudhi badhi vaato thase. Toh family, friends, badhane laine aavi jao.*This Show contains use of strong language which may be offensive to some viewers and/or not suitable for children. This content is for mature audience only.*Read More Stand up ComedyComedy Shows Comedy",6,2
58,Ice-Cream Bites,Sun 15 Mar 2026 - Sun 19 Apr 2026,6:30 PM,"What if we gave you the chance to make your own customised chocolate ice-cream bites? 🍦🍫Choose your favourite ice cream from the options we have, then create your own chocolate coating just the way your taste buds like it. Pick your moulds, pour in the delicious mix, and let them set in the freezer.After a little waiting time, you’ll get to enjoy tasty chocolate ice-cream bites that you made yourself.Just come prepared for a short waiting period while your creations freeze — but trust us, the wait will be worth it!Come and enjoy the experience with us. ✨Disclaimer:This is a guided DIY experience, not a professional certification or training program.As we conduct multiple activities simultaneously, there may be a brief wait time. We appreciate your patience and cooperation.✨ Create. Pause. Cherish the moment.Very important Please choose to come when you do not have any other prior commitments and if you are not in a rush.Come and experience the me time or the time spent with your friends and familyWe sincerely request your patience and understanding while we ensure everyone receives a comfortable and enjoyable experience. Thank you for your cooperation and support. ✨Welcoming, Pocket Friendly and Varieties Of Activities and no cover charges for any additional guestBeautiful, peaceful ambiance and only good vibesYou can bring your own food or Order online Kindly make sure to take away the trash.Every beautiful creation takes time. Come when you can truly relax & enjoy the experience.Read More",Food and DrinksUpskillWorkshops,Fabrizo - Creative Activity Hub: Bengaluru.,/events/ice-cream-bites/ET00490812/date-time/ZTYE,3 Hours,,Age Limit - 16yrs +,"English, Hindi, Telugu",https://in.bookmyshow.com/events/ice-cream-bites/ET00490812,https://assets-in.bmscdn.com/nmcms/events/banner/desktop/media-desktop-ice-cream-bites-0-2026-3-10-t-2-59-2.jpg,"Ice-Cream Bites What if we gave you the chance to make your own customised chocolate ice-cream bites? 🍦🍫Choose your favourite ice cream from the options we have, then create your own chocolate coating just the way your taste buds like it. Pick your moulds, pour in the delicious mix, and let them set in the freezer.After a little waiting time, you’ll get to enjoy tasty chocolate ice-cream bites that you made yourself.Just come prepared for a short waiting period while your creations freeze — but trust us, the wait will be worth it!Come and enjoy the experience with us. ✨Disclaimer:This is a guided DIY experience, not a professional certification or training program.As we conduct multiple activities simultaneously, there may be a brief wait time. We appreciate your patience and cooperation.✨ Create. Pause. Cherish the moment.Very important Please choose to come when you do not have any other prior commitments and if you are not in a rush.Come and experience the me time or the time spent with your friends and familyWe sincerely request your patience and understanding while we ensure everyone receives a comfortable and enjoyable experience. Thank you for your cooperation and support. ✨Welcoming, Pocket Friendly and Varieties Of Activities and no cover charges for any additional guestBeautiful, peaceful ambiance and only good vibesYou can bring your own food or Order online Kindly make sure to take away the trash.Every beautiful creation takes time. Come when you can truly relax & enjoy the experience.Read More Food and DrinksUpskillWorkshops nan",3,1
163, Texture Art ,Sun 15 Mar 2026 - Sun 29 Mar 2026,12:50 PM,"🌟 Experience the magic of adding depth, dimension, and texture to your artwork.🎨 This workshop is suitable for artists of all levels, from beginners looking to explore new artistic horizons to seasoned artists seeking to enhance their skills and repertoire.✨ Take home your unique creation and cherish the memories.",Arts and CraftsWorkshops,Third Wave Coffee - JP Nagar: Bengaluru,/events/texture-art-workshop/ET00362143/venue,2 Hours,,All age groups,"English, Hindi",https://in.bookmyshow.com/events/texture-art-workshop/ET00362143,https://assets-in.bmscdn.com/nmcms/desktop/media-desktop--texture-art--2025-4-20-t-3-14-11.jpg," Texture Art  🌟 Experience the magic of adding depth, dimension, and texture to your artwork.🎨 This workshop is suitable for artists of all levels, from beginners looking to explore new artistic horizons to seasoned artists seeking to enhance their skills and repertoire.✨ Take home your unique creation and cherish the memories. Arts and CraftsWorkshops nan",3,1
